basin_id;output;benchmark_kge;benchmark_type;3km_kge;1km_kge;200m_kge;beat_benchmark;ksat_3km;ksat_1km;ksat_200m;3km_nse;1km_nse;200m_nse;best_performance;mean_marrmot
490;TRUE;0.701061815;mean;0.384;0.418;0.527;FALSE;10;10;1;0.478;0.243;0.611;200m;0.086563106
491;TRUE;0.458232132;mean;0.354;0.415;0.635;TRUE;50;1000;500;0.21;0.172;0.647;200m;0.272411275
492;TRUE;-0.134881022;mean;0.242;0.202;0.441;TRUE;50;30;10;0.258;0.141;0.421;200m;0.220916445
493;TRUE;0.106698916;mean;-0.891;-0.753;-1.751;FALSE;20;30;10;-8.189;-6.935;-13.273;1km;-0.820113805
494;TRUE;-0.276348223;mean;0.377;0.247;0.168;TRUE;10;10;1;0.399;0.207;0.371;3km;0.233938509
495;TRUE;-0.157882075;mean;0.688;0.606;0.667;TRUE;10;10;1;0.623;0.416;0.469;3km;0.142575804
496;TRUE;0.335574932;mean;-8.526;-7.521;-11.711;FALSE;20;30;1;-528.391;-365.067;-76.629;1km;-341.8853928
497;TRUE;0.132869787;mean;-8.138;-8.702;-13.441;FALSE;10;10;1;-190.988;-116.53;-45.327;3km;
498;TRUE;-0.018350191;median;-2.096;-1.787;-2.384;FALSE;30;20;10;-0.126;-0.702;-3.946;1km;-1.114258208
499;TRUE;-0.034898822;median;0.364;-0.444;-0.094;TRUE;500;175;175;-0.176;-0.489;-0.291;3km;-1.552590794
500;TRUE;-0.190555046;mean;0.544;0.255;0.386;TRUE;20;20;10;0.581;-0.716;0.385;3km;0.4107956
501;TRUE;-0.178747204;mean;-0.278;-0.394;-0.39;FALSE;20;750;1000;-0.003;-0.044;-0.025;3km;0.148182181
502;TRUE;-0.171997858;mean;-14.372;-13.722;-15.28;FALSE;1;1;10;-1037.499;-1309.429;-611.261;1km;-1.732776102
503;FALSE;;;;;;FALSE;;;;;;; ;
504;TRUE;-0.123488374;mean;0.429;0.43;0.5;TRUE;10;10;1;0.071;0.165;-0.083;200m;0.243701703
505;TRUE;-0.084952032;mean;-20.399;-16.04;-17.917;FALSE;1;20;10;-158.467;-76.977;-72.754;1km;-0.049438687
506;TRUE;0.098275433;mean;0.203;-0.041;0.269;TRUE;1000;750;250;0.004;-0.463;0.091;200m;
507;TRUE;0.111958134;mean;0.476;0.334;0.501;TRUE;80;70;750;0.128;0.077;0.323;200m;0.370698245
508;TRUE;-0.16350957;mean;0.25;0.414;0.515;TRUE;40;40;20;-1.527;-0.091;-0.161;200m;0.335152471
509;TRUE;-0.134181622;mean;0.272;0.477;0.306;TRUE;1;10;10;-1.489;-0.498;0.363;1km;0.343115796
510;TRUE;-0.015347567;mean;0.505;0.514;0.662;TRUE;30;60;30;-0.364;-0.086;0.218;200m;0.205768664
511;FALSE;;;;;;FALSE;;;;;;; ;0.179659345
512;TRUE;-0.073822696;mean;0.038;-0.199;0.202;TRUE;1;1;20;-3.631;-3.889;-2.053;200m;0.125533948
513;TRUE;-0.1413196;mean;0.475;0.07;0.582;TRUE;10;10;1;0.433;0.132;0.583;200m;0.562227405
514;TRUE;-0.145686649;mean;-0.624;-0.221;-0.639;FALSE;1;20;10;-5.4;-2.636;-1.801;1km;0.557295179
515;TRUE;-0.229279524;mean;-2.379;-2.421;-2.63;FALSE;1;20;10;-0.838;-1.044;-0.257;3km;
516;TRUE;-0.218335749;mean;-0.642;-0.745;-0.989;FALSE;1;10;10;0.271;-0.189;0.301;3km;-0.070422329
517;TRUE;-0.219350156;mean;0.236;0.068;0.408;TRUE;70;70;20;-0.176;-0.315;-0.002;200m;
518;TRUE;-0.187374375;mean;-4.565;-4.168;-6.946;FALSE;1;10;1;-110.222;-62.219;-147.967;1km;
519;TRUE;-0.057834221;mean;-0.665;-0.322;-0.897;FALSE;1000;500;200;-0.599;-0.796;-1.898;1km;
520;TRUE;0.526181893;median;-0.855;0.318;0.208;FALSE;1000;1000;1;-2.191;-0.633;-2.074;1km;
521;TRUE;0.405398019;mean;0.341;-0.052;0.681;TRUE;90;1000;750;0.254;-0.023;0.609;200m;0.087913895
522;TRUE;0.299419859;mean;0.504;0.44;0.455;TRUE;80;90;40;-0.329;0.012;-0.365;3km;
523;TRUE;0.346566342;median;0.592;0.216;0.827;TRUE;1000;500;60;0.212;-0.093;0.717;200m;0.205234183
524;TRUE;0.302091788;median;0.567;0.338;0.695;TRUE;30;1000;1000;0.311;-0.033;0.519;200m;
525;TRUE;0.134940196;mean;-3.192;-3.124;-3.923;FALSE;10;10;1;-153.347;-175.187;-61.794;1km;0.29136068
526;TRUE;0.242101991;mean;-0.176;0.404;0.242;TRUE;1000;1000;1000;-2.145;-0.262;-0.657;1km;
527;TRUE;-0.036390012;mean;-0.742;0.043;-0.516;TRUE;1;1;1;-15.55;-2.478;-6.631;1km;
528;TRUE;-0.06111604;mean;-12.456;-7.248;-12.188;FALSE;1;10;1;-303.272;-15.907;-236.765;1km;
529;TRUE;-0.02684594;mean;-14.962;-14.948;-20.471;FALSE;10;10;1;-4579.783;-3983.911;-1051.707;1km;0.456746774
530;TRUE;-0.128322416;mean;-6.527;-5.137;-8.847;FALSE;1;1;1;-37.125;-27.745;-71.023;1km;
531;TRUE;0.080028817;mean;0.396;0.118;0.13;TRUE;20;10;1;0.068;-0.393;-1.965;3km;
532;TRUE;0.338528301;median;0.23;-2.885;-0.532;FALSE;20;20;1;-1.819;-134.585;-11.381;3km;
533;TRUE;0.515327849;median;0.653;0.442;0.689;TRUE;750;250;125;0.638;0.368;0.664;200m;
534;TRUE;0.192433125;mean;0.461;0.106;0.511;TRUE;30;30;10;0.01;-0.141;0.265;200m;
535;TRUE;0.309379036;median;-21.586;-22.022;-29.528;FALSE;1;1;1;-778.096;-783.544;-696.398;3km;0.308976057
536;TRUE;0.31950919;median;-13.564;0.193;0.411;TRUE;10;1000;1;-273.58;-1.483;0.062;200m;
537;TRUE;0.208496588;median;-976.282;-862.371;-1178.129;FALSE;1;1;1;-1523484.632;-1117854.18;-1250007.932;1km;
538;TRUE;0.220596874;median;-9.356;-10.072;-14.674;FALSE;10;1;1;-149.023;-333.04;-201.237;3km;0.270864243
539;TRUE;0.316348985;median;-0.813;-1.07;-2.592;FALSE;10;10;1;-14.115;-16.222;-26.019;3km;
540;TRUE;-0.556899828;median;-0.385;-0.38;0.502;TRUE;1;1;1;-0.15;-0.146;0.43;200m;
541;TRUE;-0.083808205;mean;0.486;-0.035;0.46;TRUE;20;30;10;0.483;0.083;0.479;3km;
542;TRUE;-0.157677795;mean;-1.739;-0.46;-1.502;FALSE;60;40;10;-9.875;-3.848;-11.959;1km;0.32777032
543;TRUE;-0.116076772;mean;-0.023;-1.342;0.025;TRUE;70;80;20;-1.923;-3.831;-2.045;200m;0.391805016
544;TRUE;0.054843138;mean;0.666;0.144;0.688;TRUE;250;250;70;0.45;-0.791;0.42;200m;0.709373304
545;TRUE;-0.076585618;mean;0.704;-0.605;0.743;TRUE;60;60;10;0.401;-0.486;0.457;200m;0.613667924
546;TRUE;-0.169588336;mean;-13.4;-58.663;-11.003;FALSE;1;40;40;-81.645;-306.266;-22.084;200m;0.111393679
547;TRUE;-0.076945364;mean;0.454;-2.28;0.018;TRUE;10;20;10;-0.099;-4.867;0.472;3km;0.687474485
548;TRUE;-0.093975198;mean;-6.463;-5.849;-6.269;FALSE;1;50;1;-33.204;-19.789;-9.063;1km;0.33682853
549;TRUE;-0.180216676;mean;-348.87;-334.155;-325.918;FALSE;1;50;1;-85752.413;-58318.564;-26721.657;200m;
550;TRUE;;median;-9.954;-11.906;-10.501;FALSE;1;1;1;-158.268;-226.226;-25.931;3km;
551;TRUE;-0.158570231;mean;-19.798;-42.942;-21.105;FALSE;40;30;10;-160.646;-244.558;-161.704;3km;
;;;;;;;;;;;;;;;0.206104781
;;;;;;;;;;;;;;;0.260919834
552;TRUE;-0.165315986;mean;-17.847;-29.995;-20.284;FALSE;30;20;10;-193.126;-232.608;-174.928;3km;
553;TRUE;0.454421786;median;0.698;0.421;0.684;TRUE;10;1000;1000;0.594;-0.8;0.314;3km;0.251924762
554;TRUE;0.483765297;median;0.712;0.754;0.678;TRUE;1000;1;1000;0.378;0.621;0.44;1km;0.30275161
555;TRUE;-0.129599904;mean;-5.077;-4.849;-4.391;FALSE;30;50;20;-12.525;-7.752;-5.206;200m;
556;TRUE;-0.071605148;mean;-15.454;-14.578;-14.284;FALSE;60;30;10;-194.384;-178.971;-175.669;200m;
557;TRUE;-0.169152741;mean;-1.377;-1.433;-1.383;FALSE;1;40;10;-2.312;-1.114;-1.167;3km;0.553170496
558;TRUE;-0.144868871;mean;0.681;0.453;0.023;TRUE;1;20;20;0.593;0.394;0.204;3km;0.574432786
559;TRUE;0.059403776;mean;0.815;0.768;0.733;TRUE;250;175;70;0.632;0.532;0.476;3km;0.611442714
560;TRUE;0.061466186;mean;0.512;0.491;0.491;TRUE;60;40;10;0.242;0.213;0.126;3km;
561;TRUE;0.060570998;mean;0.835;0.459;0.428;TRUE;70;30;10;0.728;0.163;0.107;3km;0.538030011
562;TRUE;0.081390849;mean;0.327;0.194;0.165;TRUE;100;60;20;-0.215;-0.342;-0.23;3km;0.736486254
563;TRUE;0.020441396;mean;0.378;0.395;0.433;TRUE;40;20;10;-0.627;-0.603;-0.225;200m;0.720929799
564;TRUE;0.169802112;mean;-14.987;-18.254;-19.021;FALSE;1;60;1;-670.613;-861.639;-636.394;3km;0.796421064
565;TRUE;0.185248665;mean;0.824;0.798;0.722;TRUE;750;500;125;0.796;0.777;0.69;3km;0.761185659
566;TRUE;0.162791259;mean;0.893;0.874;0.869;TRUE;100;60;20;0.827;0.777;0.756;3km;0.700693678
567;TRUE;0.113346708;mean;0.663;0.612;0.605;TRUE;50;30;10;0.334;0.224;0.253;3km;0.781251028
568;TRUE;0.168230359;mean;0.846;0.827;0.77;TRUE;250;175;50;0.797;0.738;0.681;3km;0.734337237
569;TRUE;0.267894439;mean;0.803;0.752;0.745;TRUE;250;175;60;0.665;0.651;0.628;3km;0.604767999
570;TRUE;0.315994791;median;0.816;0.82;0.831;TRUE;60;30;10;0.642;0.632;0.664;200m;0.623486011
571;TRUE;0.269813275;median;0.638;0.651;0.729;TRUE;750;1000;1000;0.366;0.342;0.481;200m;0.374013899
572;TRUE;0.21081293;mean;0.013;0.049;0.044;FALSE;60;40;10;-1.54;-1.189;-1.408;1km;0.664566961
573;TRUE;0.191749717;mean;0.808;0.814;0.805;TRUE;500;250;100;0.796;0.792;0.763;1km;0.825201932
574;TRUE;0.229333416;mean;0.747;0.738;0.723;TRUE;150;70;20;0.769;0.748;0.718;3km;0.768822048
575;TRUE;0.255964688;mean;0.914;0.895;0.878;TRUE;250;150;40;0.848;0.817;0.787;3km;
576;TRUE;0.225974947;mean;0.887;0.866;0.872;TRUE;70;30;10;0.819;0.749;0.757;3km;
577;TRUE;0.330199808;mean;0.855;0.854;0.852;TRUE;500;250;80;0.819;0.82;0.805;3km;0.808703128
578;TRUE;0.212319077;mean;0.531;0.704;0.712;TRUE;60;30;10;0.519;0.692;0.689;200m;0.66119622
579;TRUE;0.277965615;mean;0.726;0.744;0.743;TRUE;500;225;50;0.768;0.8;0.807;1km;0.829434907
580;TRUE;0.183393279;mean;0.853;0.845;0.755;TRUE;30;10;1;0.859;0.864;0.62;3km;
581;TRUE;0.096291701;mean;0.752;0.819;0.755;TRUE;40;20;1;0.733;0.767;0.595;1km;
582;TRUE;0.193284292;mean;0.838;0.891;0.803;TRUE;30;10;1;0.819;0.82;0.677;1km;0.659955232
583;TRUE;0.207376377;median;-0.931;-0.912;-0.898;FALSE;20;10;1;-13.004;-10.252;-14.512;200m;
584;TRUE;-0.013941731;mean;0.813;0.84;0.673;TRUE;20;10;1;0.653;0.7;0.577;1km;
585;TRUE;0.036970867;mean;0.565;0.575;0.659;TRUE;10;1000;1000;0.567;0.427;0.591;200m;
586;TRUE;0.121268957;mean;0.858;0.521;0.082;TRUE;175;125;20;0.754;0.353;-1.078;3km;
587;TRUE;-0.021074365;mean;0.754;0.672;0.677;TRUE;10;10;1;0.653;0.655;0.475;3km;0.462970573
588;TRUE;-0.071326826;mean;0.742;0.725;0.648;TRUE;20;10;1;0.535;0.636;0.324;3km;0.292218093
589;TRUE;0.091786316;mean;0.773;0.713;0.59;TRUE;40;20;10;0.696;0.714;0.667;3km;
590;TRUE;0.129833553;mean;0.605;0.718;0.829;TRUE;10;1000;1000;0.519;0.504;0.668;200m;0.559951974
591;TRUE;0.179788017;mean;0.669;0.714;0.786;TRUE;10;1000;1000;0.596;0.508;0.635;200m;0.622699299
592;TRUE;0.059233212;mean;0.341;0.335;0.27;TRUE;10;10;1;0.236;0.253;0.111;3km;
593;TRUE;0.32753122;mean;0.465;0.654;0.73;TRUE;40;30;10;0.231;0.578;0.673;200m;0.717001928
594;TRUE;-0.004453066;mean;0.657;0.784;0.716;TRUE;10;1;1;0.64;0.784;0.728;1km;0.664743529
595;TRUE;0.021284192;mean;0.758;0.777;0.596;TRUE;10;1;1;0.706;0.634;0.407;1km;0.627630769
596;TRUE;0.097977238;mean;0.778;0.773;0.78;TRUE;20;10;1000;0.686;0.695;0.604;200m;0.614240543
597;TRUE;0.212937844;mean;0.75;0.825;0.727;TRUE;20;20;10;0.814;0.826;0.772;1km;0.867433018
598;TRUE;0.074394334;mean;0.574;0.741;0.68;TRUE;30;10;10;0.538;0.723;0.642;1km;
599;TRUE;-0.075449804;mean;-4.968;-7.407;-7.901;FALSE;1;1;1;-50.9;-93.086;-53.271;3km;
600;TRUE;0.120074699;mean;0.71;0.754;0.712;TRUE;10;10;1;0.754;0.73;0.766;1km;
601;TRUE;0.537788942;median;0.533;0.736;0.755;TRUE;20;10;1;0.18;0.506;0.531;200m;
602;TRUE;0.143614326;median;0.468;0.652;0.787;TRUE;10;10;1;0.203;0.453;0.666;200m;
603;TRUE;0.080285401;median;0.8;0.576;0.76;TRUE;10;1;1000;0.652;0.547;0.663;3km;
604;TRUE;0.127595124;median;0.785;0.843;0.779;TRUE;10;10;1;0.65;0.75;0.547;1km;0.470326966
605;FALSE;;;;;;FALSE;;;;;;; ;0.198789695
606;TRUE;-0.31990023;mean;0.359;0.465;0.401;TRUE;20;10;10;0.022;-0.098;0.179;1km;0.036573004
607;FALSE;;;;;;FALSE;;;;;;; ;0.165624093
608;TRUE;0.558806598;mean;0.166;0.335;0.487;FALSE;60;30;10;0.166;0.322;0.533;200m;0.083008779
609;TRUE;0.584981758;median;0.381;0.415;0.433;FALSE;30;20;10;-0.56;-0.28;0.22;200m;0.088494593
610;TRUE;0.585800362;mean;-10.994;-11.703;-16.099;FALSE;1;1;1;-1751.497;-1704.295;-1018.591;3km;0.015076761
611;TRUE;0.400477454;median;0.308;0.604;0.546;TRUE;1000;1000;225;0.256;0.6;0.656;1km;
612;FALSE;;;;;;FALSE;;;;;;; ;0.279848262
613;TRUE;0.349556946;median;0.556;0.594;0.598;TRUE;1000;1000;1000;0.492;0.471;0.466;200m;0.306381256
614;TRUE;0.591192245;median;0.706;0.715;0.713;TRUE;1000;750;250;0.593;0.568;0.569;1km;0.293318004
615;TRUE;0.400511034;mean;0.511;0.607;0.725;TRUE;10;150;1;0.395;0.137;0.517;200m;0.059883409
616;TRUE;0.536653175;mean;0.82;0.825;0.794;TRUE;40;1000;1;0.634;0.652;0.669;1km;0.096919685
617;TRUE;0.359474984;median;0.766;0.7;0.68;TRUE;20;10;1;0.566;0.66;0.381;3km;0.249454976
618;TRUE;0.028368393;mean;0.759;0.738;0.83;TRUE;1;1000;1000;0.789;0.756;0.818;200m;0.154539878
619;TRUE;-0.22600478;mean;0.678;0.72;0.706;TRUE;1000;500;150;0.682;0.701;0.733;1km;0.087988785
620;TRUE;0.634649174;mean;-11.732;-12.69;-14.627;FALSE;40;10;1;-394.079;-498.363;-468.112;3km;0.118335337
621;TRUE;0.636162314;median;0.781;0.848;0.864;TRUE;250;150;30;0.717;0.759;0.789;200m;0.213824141
622;TRUE;0.470194945;mean;0.423;0.464;0.403;FALSE;80;70;40;0.04;-0.435;-0.595;1km;
623;TRUE;0.381118804;mean;0.431;0.386;0.382;TRUE;20;20;10;-0.102;-0.03;0.196;3km;0.469835801
624;TRUE;0.505466387;mean;0.8;0.803;0.795;TRUE;250;150;30;0.724;0.708;0.721;1km;0.224636297
625;TRUE;-0.018969912;mean;0.582;0.753;0.829;TRUE;500;250;1000;0.593;0.667;0.733;200m;0.130636329
626;TRUE;0.462466231;mean;0.602;0.645;0.75;TRUE;20;10;500;0.332;0.415;0.51;200m;0.228878005
627;FALSE;;;;;;FALSE;;;;;;; ;0.160087106
628;FALSE;;;;;;FALSE;;;;;;; ;0.234476615
629;TRUE;0.495279941;mean;0.586;0.598;0.6;TRUE;1000;1000;1000;0.528;0.531;0.538;200m;0.239804206
630;TRUE;0.491169863;median;0.217;0.128;0.144;FALSE;10;10;1;-1.297;-0.749;-1.786;3km;0.40882068
631;FALSE;;;;;;FALSE;;;;;;; ;0.332734484
632;TRUE;0.516524675;median;0.616;0.623;0.611;TRUE;1000;750;1000;0.487;0.494;0.465;1km;0.297917821
633;TRUE;0.365576935;mean;0.657;0.688;0.715;TRUE;60;30;10;0.578;0.598;0.641;200m;0.448106434
634;TRUE;0.069353917;mean;0.184;0.024;0.013;TRUE;100;40;10;-1.977;-2.766;-2.825;3km;
635;TRUE;0.324423332;mean;-0.999;-1.067;-1.153;FALSE;100;50;20;-13.439;-14.426;-12.768;3km;0.334078625
636;TRUE;0.275473609;mean;0.879;0.881;0.8;TRUE;30;10;10;0.804;0.801;0.745;1km;0.565139825
637;TRUE;0.120753162;mean;-6.946;-7.049;-7.479;FALSE;1;1;1;-130.249;-132.703;-117.392;3km;0.709464736
638;TRUE;0.173081409;mean;-12.674;-12.872;-13.611;FALSE;1;1;1;-522.871;-534.456;-477.256;3km;
639;TRUE;0.119099579;mean;-4.828;-4.912;-5.242;FALSE;1;1;1;-97.412;-99.463;-87.87;3km;0.777554367
640;TRUE;0.177790536;mean;-2.476;-2.44;-2.643;FALSE;1;1;1;-36.968;-35.94;-31.391;1km;0.784877149
641;TRUE;0.230433371;mean;-2.571;-3.08;-3.172;FALSE;10;1;1;-33.469;-58.683;-49.94;3km;0.761612164
642;TRUE;0.214224651;mean;0.684;0.656;0.613;TRUE;30;20;10;0.603;0.595;0.675;3km;0.768805428
643;TRUE;0.35530185;mean;0.372;0.34;0.285;TRUE;125;100;20;0.407;0.254;0.09;3km;
644;TRUE;0.16626609;mean;-5.493;-6.423;-6.866;FALSE;1;1;1;-103.532;-132.077;-118.51;3km;0.592382482
645;TRUE;0.296046656;mean;0.539;0.46;0.396;TRUE;1000;500;150;0.343;0.166;-0.009;3km;
646;TRUE;0.210171296;mean;0.781;0.816;0.752;TRUE;20;10;10;0.762;0.758;0.714;1km;0.74881422
647;TRUE;0.262307267;mean;0.895;0.851;0.777;TRUE;40;20;10;0.831;0.778;0.781;3km;0.720130736
648;TRUE;0.209802176;mean;0.809;0.825;0.67;TRUE;30;10;10;0.802;0.816;0.687;1km;0.784387594
649;TRUE;0.275302723;mean;0.889;0.681;0.65;TRUE;70;30;10;0.809;0.539;0.461;3km;0.7876261
650;TRUE;-0.29298786;mean;0.814;0.759;0.759;TRUE;30;20;10;0.752;0.714;0.725;3km;0.572124173
651;TRUE;0.31254922;mean;0.89;0.873;0.892;TRUE;100;50;10;0.808;0.805;0.793;200m;
652;TRUE;0.289341012;mean;0.74;0.708;0.688;TRUE;30;10;10;0.687;0.667;0.615;3km;0.763941137
653;TRUE;0.340008167;mean;0.822;0.803;0.768;TRUE;250;150;100;0.798;0.796;0.806;3km;
654;TRUE;0.277294656;mean;-11.267;-14.805;-15.072;FALSE;1;10;1;-554.553;-809.353;-983.967;3km;0.819896538
655;TRUE;0.288349176;mean;0.681;0.79;0.801;TRUE;100;175;50;0.762;0.77;0.762;200m;0.80938392
656;TRUE;0.18977577;mean;-3.049;-2.945;-3.367;FALSE;20;10;1;-28.429;-27.625;-38.734;1km;
657;TRUE;0.326504068;mean;0.781;0.814;0.793;TRUE;500;200;100;0.82;0.808;0.795;1km;
658;TRUE;0.159204668;mean;0.515;0.363;0.238;TRUE;100;20;10;0.786;0.207;0.409;3km;
659;TRUE;0.22258397;mean;0.809;0.765;0.656;TRUE;90;60;20;0.737;0.722;0.667;3km;
660;TRUE;0.255890842;mean;0.875;0.817;0.786;TRUE;30;10;10;0.831;0.763;0.782;3km;0.735653187
661;TRUE;0.198700436;mean;0.915;0.894;0.893;TRUE;125;60;20;0.864;0.834;0.815;3km;
662;TRUE;0.110018095;mean;-141.414;-140.744;-165.191;FALSE;10;1;100;-24699.178;-36426.946;-15840.829;1km;
663;FALSE;;;;;;FALSE;;;;;;; ;
